u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed,access,ref,bridge,width,tunnel
4357290592,2246472389,0,437950443,False,,residential,True,61.887,"LINESTRING (72.9194742 19.0746441, 72.9198523 19.0750708)",,,,,,,,
4357290593,2246472389,0,215242155,False,,residential,True,10.008,"LINESTRING (72.9199253 19.075013, 72.9198523 19.0750708)",,,,,,,,
4357290593,2246472376,0,215242155,False,,residential,False,113.97200000000001,"LINESTRING (72.9199253 19.075013, 72.9203164 19.0747033, 72.9199515 19.0742842)",,,,,,,,
4357290595,7371470903,0,215242155,False,,residential,False,22.685,"LINESTRING (72.9194314 19.0754245, 72.9195924 19.0752886)",,,,,,,,
4357290595,2246472402,0,215242155,False,,residential,True,8.94,"LINESTRING (72.9194314 19.0754245, 72.9193679 19.075478)",,,,,,,,
4357290595,4357290596,0,437950445,False,,residential,False,57.49,"LINESTRING (72.9194314 19.0754245, 72.9197666 19.0758331)",,,,,,,,
4357290596,4357290595,0,437950445,False,,residential,True,57.49,"LINESTRING (72.9197666 19.0758331, 72.9194314 19.0754245)",,,,,,,,
4357290597,2246472402,0,215242155,False,,residential,False,62.537,"LINESTRING (72.918895 19.0758194, 72.9193679 19.075478)",,,,,,,,
4357290597,4357290598,0,437950446,False,,residential,False,49.927,"LINESTRING (72.918895 19.0758194, 72.9191809 19.076178)",,,,,,,,
4357290597,2246472395,0,215242155,False,,residential,True,69.175,"LINESTRING (72.918895 19.0758194, 72.91884 19.0758591, 72.9184673 19.075428)",,,,,,,,
4357290598,4357290597,0,437950446,False,,residential,True,49.927,"LINESTRING (72.9191809 19.076178, 72.918895 19.0758194)",,,,,,,,
4357290599,1665625450,0,437950447,False,,residential,True,53.759,"LINESTRING (72.9170902 19.0783583, 72.9168131 19.0779519)",,,,,,,,
4357300474,4357300475,0,"[437952756, 1211500431]",False,,residential,False,102.662,"LINESTRING (72.9125575 19.0787657, 72.9125617 19.0785154, 72.9125751 19.0781722, 72.9125942 19.0778432)",,,,,,,,
4357300475,2246472568,0,132909886,False,Vallabh Baug Lane,tertiary,False,17.614,"LINESTRING (72.9125942 19.0778432, 72.9127589 19.0778138)",,,,,,,,
4357300475,1451889982,0,132909886,False,Vallabh Baug Lane,tertiary,True,65.152,"LINESTRING (72.9125942 19.0778432, 72.9120008 19.0780129)",,,,,,,,
4357300475,4357300474,0,"[437952756, 1211500431]",False,,residential,True,102.66199999999999,"LINESTRING (72.9125942 19.0778432, 72.9125751 19.0781722, 72.9125617 19.0785154, 72.9125575 19.0787657)",,,,,,,,
4357300486,1643027254,0,151487954,False,Vallabh Baug lane,tertiary,False,15.05,"LINESTRING (72.9091664 19.0730711, 72.9090519 19.0729898)",,,,,,,,
4357300486,2246472327,0,437952762,False,Pushpavihar road,residential,True,37.144,"LINESTRING (72.9091664 19.0730711, 72.9088792 19.0732658)",,,,,,,,
4357300486,1451898158,0,151487954,False,Vallabh Baug lane,tertiary,True,710.8880000000001,"LINESTRING (72.9091664 19.0730711, 72.912025 19.0751274, 72.9120454 19.0751421, 72.9124497 19.0754688, 72.9125271 19.0755375, 72.9130159 19.0759713, 72.9133756 19.0763412, 72.9134875 19.0764562, 72.9137584 19.076788, 72.9138008 19.0768744, 72.9139262 19.0772976, 72.9138974 19.0774191)",,,,,,,,
4357300487,1665625298,0,151487954,False,Vallabh Baug lane,tertiary,False,59.527,"LINESTRING (72.908444 19.0725281, 72.9079779 19.0722239)",,,,,,,,
4357300487,1643027254,0,151487954,False,Vallabh Baug lane,tertiary,True,81.957,"LINESTRING (72.908444 19.0725281, 72.9090519 19.0729898)",,,,,,,,
4357300487,2246472326,0,437952763,False,,tertiary,True,106.982,"LINESTRING (72.908444 19.0725281, 72.9076329 19.0731095)",,,,,,,,
4357300488,4357302889,0,437952764,False,,residential,False,140.625,"LINESTRING (72.906548 19.0728274, 72.905741 19.0718186)",,,,,,,,
4357300488,1665625357,0,153950444,False,Vidyabhavan Road,residential,False,210.63800000000003,"LINESTRING (72.906548 19.0728274, 72.9056273 19.0736343, 72.9054641 19.0743249)",,,,,,,,
4357300488,1665625298,0,153950444,False,Vidyabhavan Road,residential,True,171.243,"LINESTRING (72.906548 19.0728274, 72.9072998 19.0722943, 72.9074192 19.0722632, 72.9078361 19.0722666, 72.9079779 19.0722239)",,,,,,,,
4357302889,4357300488,0,437952764,False,,residential,True,140.625,"LINESTRING (72.905741 19.0718186, 72.906548 19.0728274)",,,,,,,,
4357302890,2146269452,0,204634555,False,Rd4-Rd6 Connector 1,residential,False,66.259,"LINESTRING (72.9026933 19.0712552, 72.9031061 19.0717056)",,,,,,,,
4357302890,2146269461,0,204634555,False,Rd4-Rd6 Connector 1,residential,True,81.603,"LINESTRING (72.9026933 19.0712552, 72.9021849 19.0707005)",,,,,,,,
4357302890,2146270811,0,437952765,False,,residential,False,131.28199999999998,"LINESTRING (72.9026933 19.0712552, 72.9031483 19.0709431, 72.9032008 19.0709291, 72.9032531 19.0709222, 72.9033007 19.0709336, 72.9036318 19.0713254)",,,,,,,,
4357309647,6293081321,0,1132423563,False,,residential,False,172.39600000000002,"LINESTRING (72.8938792 19.0624993, 72.8937708 19.0624885, 72.8936119 19.0625257, 72.8934359 19.0625165, 72.893296 19.0624281, 72.8932286 19.062317, 72.8932037 19.062164, 72.8931833 19.0618957, 72.8932077 19.0617995, 72.8932616 19.0617217, 72.893406 19.0615451)",,,,,,,,
4357309652,4357309663,0,437953653,False,,residential,False,18.022,"LINESTRING (72.888653 19.061332, 72.8887877 19.0612317)",,,,,,,,
4357309652,11235241354,0,1212677457,False,,residential,True,14.175,"LINESTRING (72.888653 19.061332, 72.8885398 19.0614013)",,,,,,,,
4357309652,1367093072,0,437953653,False,,residential,True,90.56,"LINESTRING (72.888653 19.061332, 72.8888982 19.0616385, 72.8891577 19.0619919)",,,,,,,,
4357309654,4357309659,0,122303828,False,Shell Colony Road,tertiary,True,104.556,"LINESTRING (72.889866 19.0604415, 72.8906419 19.06103)",,,,,,,,
4357309654,4366129935,0,122303828,False,Shell Colony Road,tertiary,False,146.983,"LINESTRING (72.889866 19.0604415, 72.8892679 19.0600125, 72.8887051 19.0597095)",,,,,,,,
4357309654,4357309655,0,437953653,False,,residential,True,113.532,"LINESTRING (72.889866 19.0604415, 72.889175 19.0609433, 72.8890109 19.0610654)",,,,,,,,
4357309655,4357309663,0,437953653,False,,residential,True,29.87,"LINESTRING (72.8890109 19.0610654, 72.8887877 19.0612317)",,,,,,,,
4357309655,4357309654,0,437953653,False,,residential,False,113.532,"LINESTRING (72.8890109 19.0610654, 72.889175 19.0609433, 72.889866 19.0604415)",,,,,,,,
4357309655,4357309659,0,437953654,False,,residential,False,183.982,"LINESTRING (72.8890109 19.0610654, 72.8893252 19.0612872, 72.8897444 19.0612872, 72.8901556 19.0611452, 72.8906419 19.06103)",,,,,,,,
4357309659,4357309654,0,122303828,False,Shell Colony Road,tertiary,False,104.556,"LINESTRING (72.8906419 19.06103, 72.889866 19.0604415)",,,,,,,,
4357309659,1367093063,0,122303828,False,Shell Colony Road,tertiary,True,71.134,"LINESTRING (72.8906419 19.06103, 72.8911361 19.0614671)",,,,,,,,
4357309659,4357309655,0,437953654,False,,residential,True,183.98199999999997,"LINESTRING (72.8906419 19.06103, 72.8901556 19.0611452, 72.8897444 19.0612872, 72.8893252 19.0612872, 72.8890109 19.0610654)",,,,,,,,
4357309660,4357309663,0,437953655,False,,residential,False,106.462,"LINESTRING (72.8881468 19.0605247, 72.8883841 19.0606593, 72.8885976 19.0608686, 72.8887877 19.0612317)",,,,,,,,
4357309663,4357309655,0,437953653,False,,residential,False,29.87,"LINESTRING (72.8887877 19.0612317, 72.8890109 19.0610654)",,,,,,,,
4357309663,4357309652,0,437953653,False,,residential,True,18.022,"LINESTRING (72.8887877 19.0612317, 72.888653 19.061332)",,,,,,,,
4357309663,4357309660,0,437953655,False,,residential,True,106.462,"LINESTRING (72.8887877 19.0612317, 72.8885976 19.0608686, 72.8883841 19.0606593, 72.8881468 19.0605247)",,,,,,,,
4357309664,11061050456,0,437953656,False,,residential,False,27.884,"LINESTRING (72.8878709 19.0598717, 72.8877227 19.0596637)",,,,,,,,
4357309666,10207397921,0,122303828,False,Shell Colony Road,tertiary,False,123.194,"LINESTRING (72.8873239 19.0589095, 72.8868579 19.0585527, 72.8864708 19.0581541)",,,,,,,,
4357309666,4366129933,0,122303828,False,Shell Colony Road,tertiary,True,97.984,"LINESTRING (72.8873239 19.0589095, 72.8874288 19.0589898, 72.8881127 19.0593772)",,,,,,,,
4357309666,11061050456,0,437953656,False,,residential,True,95.98899999999999,"LINESTRING (72.8873239 19.0589095, 72.887349 19.0591391, 72.8877227 19.0596637)",,,,,,,,
4357309667,2246471649,0,215242012,False,,residential,False,44.391,"LINESTRING (72.8862763 19.0598158, 72.8861026 19.0601797)",,,,,,,,
4357309667,2246471980,0,215242012,False,,residential,True,821.561,"LINESTRING (72.8862763 19.0598158, 72.8863013 19.0597634, 72.886364 19.0596448, 72.8864378 19.0595491, 72.8865379 19.0595127, 72.8866212 19.0595885, 72.8873926 19.0606621, 72.8880857 19.0616667, 72.8883281 19.0620181, 72.8906485 19.0653066)",,,,,,,,
4357309667,4357309669,0,437953657,False,,residential,False,118.179,"LINESTRING (72.8862763 19.0598158, 72.885965 19.0596624, 72.8855997 19.0603067)",,,,,,,,
4357309669,10207397924,0,215242003,False,Kamgar Nagar Road,tertiary,False,55.071,"LINESTRING (72.8855997 19.0603067, 72.8851781 19.0600126)",,,,,,,,
4357309669,6569435667,0,437953657,False,,residential,False,94.238,"LINESTRING (72.8855997 19.0603067, 72.8850582 19.0609822)",,,,,,,,
4357309669,2246471656,0,215242003,False,Kamgar Nagar Road,tertiary,True,45.199,"LINESTRING (72.8855997 19.0603067, 72.8857673 19.0604236, 72.8859093 19.0605846)",,,,,,,,
4357309669,4357309667,0,437953657,False,,residential,True,118.179,"LINESTRING (72.8855997 19.0603067, 72.885965 19.0596624, 72.8862763 19.0598158)",,,,,,,,
4357309670,6569435667,0,437953657,False,,residential,True,27.318,"LINESTRING (72.8849012 19.061178, 72.8850582 19.0609822)",,,,,,,,
4357309677,1367093112,0,122177894,False,,residential,True,70.316,"LINESTRING (72.8847543 19.0638345, 72.8850221 19.063255)",,,,,,,,
4357309677,4357309678,0,437953661,False,,residential,False,118.455,"LINESTRING (72.8847543 19.0638345, 72.8856407 19.0644925)",,,,,,,,
4357309677,1367093348,0,122177894,False,,residential,False,396.30999999999995,"LINESTRING (72.8847543 19.0638345, 72.8833816 19.0667575, 72.8832886 19.0669947, 72.8832485 19.0671013)",,,,,,,,
4357309678,4357309677,0,437953661,False,,residential,True,118.455,"LINESTRING (72.8856407 19.0644925, 72.8847543 19.0638345)",,,,,,,,
4357358499,9171437932,0,122183206,False,Pipe Line Road,residential,False,164.236,"LINESTRING (72.8805937 19.0709101, 72.8808939 19.0723596)",,,,,,,,
4357358499,11037100377,0,437957516,False,,residential,False,19.652,"LINESTRING (72.8805937 19.0709101, 72.8804144 19.0709603)",,,,,,,,
4357358499,1366009050,0,122183206,False,Pipe Line Road,residential,True,88.536,"LINESTRING (72.8805937 19.0709101, 72.8804952 19.0704406, 72.8804319 19.0701287)",,,,,,,,
4357381437,7401192412,0,125344250,False,Premier Road,tertiary,True,145.78,"LINESTRING (72.8854447 19.0786575, 72.8857244 19.0773734)",,,,,,,,
4357381437,11057975858,0,1190960314,False,,residential,False,23.155,"LINESTRING (72.8854447 19.0786575, 72.8856253 19.0787768)",,,,,,,,
4357381437,11057975859,0,125344250,False,Premier Road,tertiary,False,50.294000000000004,"LINESTRING (72.8854447 19.0786575, 72.88544 19.0787119, 72.8854057 19.0791083)",,,,,,,,
4357381478,2246472626,0,437960394,False,,residential,True,138.805,"LINESTRING (72.8815725 19.0785692, 72.8810192 19.0785611, 72.8805954 19.0785256, 72.8802537 19.0785395)",,,,,,,,
4357416049,11045723145,0,260786326,False,,tertiary,False,18.835,"LINESTRING (72.8836828 19.0763541, 72.8835126 19.076301)",,,,,,,,
4357416049,1366027983,0,"[151889267, 260786326]",False,,tertiary,True,251.10000000000002,"LINESTRING (72.8836828 19.0763541, 72.8838607 19.0764506, 72.8841358 19.0766696, 72.8843123 19.0769639, 72.8844201 19.0770031, 72.8847978 19.0770749, 72.8848886 19.0770922, 72.8850264 19.0771267, 72.8851856 19.0771591, 72.8857407 19.0772722)",,,,,,,,
4357416049,11045733888,0,437960395,False,,residential,False,75.262,"LINESTRING (72.8836828 19.0763541, 72.8838123 19.0759764, 72.8841005 19.0759123)",,,,,,,,
4362728148,2248802699,0,215438460,False,Postal Colony Lane 2,residential,False,142.821,"LINESTRING (72.8946409 19.0615923, 72.8935649 19.0608078)",,,,,,,,
4362728148,6293072354,0,438534176,False,,residential,False,27.262,"LINESTRING (72.8946409 19.0615923, 72.8947876 19.0613901)",,,,,,,,
4362728148,2248802798,0,215438460,False,Postal Colony Lane 2,residential,True,144.738,"LINESTRING (72.8946409 19.0615923, 72.8953551 19.0621153, 72.895638 19.0623047, 72.8957625 19.0623285)",,,,,,,,
4362728156,4362728157,0,438534179,False,,residential,False,120.784,"LINESTRING (72.8899749 19.0572824, 72.8910656 19.0576246)",,,,,,,,
4362728156,10279771659,0,1124095114,True,K N Gaiakwad Marg,tertiary,False,83.853,"LINESTRING (72.8899749 19.0572824, 72.8901903 19.0565563)",,,,,,,,
4362728156,10279771679,0,1331929248,False,,residential,False,8.12,"LINESTRING (72.8899749 19.0572824, 72.8899035 19.0572545)",,,,,,,,
4362728157,4362728156,0,438534179,False,,residential,True,120.784,"LINESTRING (72.8910656 19.0576246, 72.8899749 19.0572824)",,,,,,,,
4362728160,10207346714,0,215438463,False,St Vershaw Kakkaya Marg,tertiary,True,130.85000000000002,"LINESTRING (72.889512 19.0561044, 72.8892532 19.0559575, 72.8888953 19.0557545, 72.8884446 19.0554987)",,,,,,,,
4362728160,10279771661,0,1124095117,True,St Vershaw Kakkaya Marg,tertiary,False,78.33200000000001,"LINESTRING (72.889512 19.0561044, 72.8895287 19.056151, 72.8901226 19.056489)",,,,,,,,
4362728161,2248802401,0,1238346017,True,S G Barve Marg (C S T Road),secondary,False,119.293,"LINESTRING (72.8889344 19.0545438, 72.88882 19.0547076, 72.8885078 19.0551548, 72.8883092 19.0554392)",,,,,,,,
4362728164,1651387817,0,1235781697,True,Sion Panvel Highway,trunk,False,52.012,"LINESTRING (72.888781 19.0540397, 72.8892738 19.0540824)",4,,,,,,,
4362728164,4362728161,0,438534182,True,,trunk_link,False,65.366,"LINESTRING (72.888781 19.0540397, 72.8889246 19.0541699, 72.8889767 19.0542618, 72.8890015 19.0543635, 72.8889344 19.0545438)",,,,,,,,
4362754014,2248801321,0,438537895,False,,residential,False,45.285,"LINESTRING (72.8949619 19.0483071, 72.8953925 19.0482932)",,,,,,,,
4362754015,4362754018,0,438537896,False,,residential,False,112.614,"LINESTRING (72.896495 19.0460324, 72.8964731 19.0462282, 72.8964838 19.0462535, 72.8965191 19.0462758, 72.8968013 19.0462997, 72.8968245 19.0462859, 72.8968379 19.0462497, 72.8968383 19.0458333)",,,,,,,,
4362754018,2248801073,0,787399098,False,Choitram Gidwani Marg (Kolwada Borla Road),secondary,False,60.98,"LINESTRING (72.8968383 19.0458333, 72.8962594 19.0457971)",,,,,,,,
4362754018,2248801114,0,787399098,False,Choitram Gidwani Marg (Kolwada Borla Road),secondary,True,53.538,"LINESTRING (72.8968383 19.0458333, 72.8973419 19.0459055)",,,,,,,,
4362754018,4362754015,0,438537896,False,,residential,True,112.614,"LINESTRING (72.8968383 19.0458333, 72.8968379 19.0462497, 72.8968245 19.0462859, 72.8968013 19.0462997, 72.8965191 19.0462758, 72.8964838 19.0462535, 72.8964731 19.0462282, 72.896495 19.0460324)",,,,,,,,
4362754034,2248800852,0,438537903,False,,residential,False,91.546,"LINESTRING (72.8979038 19.0451747, 72.8981282 19.0443792)",,,,,,,,
4362754034,2248800982,0,215438600,False,,residential,False,115.857,"LINESTRING (72.8979038 19.0451747, 72.8979548 19.0451724, 72.8982864 19.045154, 72.8985483 19.0451171, 72.8988577 19.0450407, 72.8989886 19.0450697)",,,,,,,,
4362754034,2248800987,0,215438600,False,,residential,True,97.46100000000001,"LINESTRING (72.8979038 19.0451747, 72.8978378 19.0451777, 72.8977904 19.045175, 72.8972916 19.0451329, 72.8969826 19.0450864)",,,,,,,,
4362754055,2248800961,0,215438600,False,,residential,False,75.406,"LINESTRING (72.8940918 19.0447662, 72.8940898 19.0447984, 72.8941038 19.0448642, 72.894179 19.0448906, 72.8947098 19.0449252)",,,,,,,,
4362754055,2248800824,0,215438600,False,,residential,True,72.69399999999999,"LINESTRING (72.8940918 19.0447662, 72.8941233 19.0442478, 72.8941539 19.044182, 72.894218 19.0441662)",,,,,,,,
4362754055,10244260000,0,438537905,False,,residential,True,67.208,"LINESTRING (72.8940918 19.0447662, 72.8938888 19.0447456, 72.8936123 19.0447422, 72.8934542 19.0447289)",,,,,,,,
4362754073,10244259991,0,1173896027,True,,secondary,False,244.558,"LINESTRING (72.8949678 19.0381288, 72.8949757 19.0380731, 72.8949842 19.0380129, 72.8950065 19.0378798, 72.895141 19.0369565, 72.8951455 19.0369257, 72.8953682 19.0359639)",,,,,,,,
4362754073,4362754076,0,"[669376253, 1273638829]",False,,residential,False,355.298,"LINESTRING (72.8949678 19.0381288, 72.8950694 19.0381602, 72.8951355 19.0381817, 72.8961356 19.03849, 72.8968017 19.0386886, 72.8969693 19.0387443, 72.8970564 19.0388437, 72.8971579 19.0391502, 72.8972994 19.0395913, 72.897297 19.0397517, 72.8972775 19.0398844)",,,,no,,,,
4362754076,4357258366,0,"[787347289, 438537914, 222977531]",False,RCF Marg,residential,"[False, True]",825.5759999999999,"LINESTRING (72.8972775 19.0398844, 72.8973485 19.0399166, 72.8976878 19.0402407, 72.8986877 19.0402416, 72.8992466 19.040323, 72.9007134 19.040288, 72.901718 19.0402677, 72.9046146 19.0401866, 72.9049066 19.0401977, 72.9049335 19.0401857, 72.9049464 19.0401541)",,,,,,,,
4362754076,11827339618,0,222977531,False,RCF Marg,residential,True,266.074,"LINESTRING (72.8972775 19.0398844, 72.8967376 19.0397593, 72.896105 19.0396194, 72.8959592 19.0395693, 72.8957611 19.0395012, 72.895692 19.0394774, 72.8948519 19.0392104)",,,,,,,,
4362754076,4362754073,0,"[669376253, 1273638829]",False,,residential,True,355.298,"LINESTRING (72.8972775 19.0398844, 72.897297 19.0397517, 72.8972994 19.0395913, 72.8971579 19.0391502, 72.8970564 19.0388437, 72.8969693 19.0387443, 72.8968017 19.0386886, 72.8961356 19.03849, 72.8951355 19.0381817, 72.8950694 19.0381602, 72.8949678 19.0381288)",,,,no,,,,
4366100891,1643035311,0,151489113,False,Vasantrao Bhagwati Marg,residential,False,37.221999999999994,"LINESTRING (72.9013151 19.0796287, 72.9012427 19.079651, 72.901203 19.0796632, 72.9010023 19.0797811)",,,,,,,,
4366100891,2246472672,0,151489113,False,Vasantrao Bhagwati Marg,residential,True,122.68100000000001,"LINESTRING (72.9013151 19.0796287, 72.9014982 19.0795871, 72.9024688 19.0794654)",,,,,,,,
4366129933,4366129935,0,122303828,False,Shell Colony Road,tertiary,True,72.4,"LINESTRING (72.8881127 19.0593772, 72.8887051 19.0597095)",,,,,,,,
4366129933,4366129934,0,438980154,False,,residential,False,58.433,"LINESTRING (72.8881127 19.0593772, 72.8884069 19.0589313)",,,,,,,,
4366129933,4357309666,0,122303828,False,Shell Colony Road,tertiary,False,97.984,"LINESTRING (72.8881127 19.0593772, 72.8874288 19.0589898, 72.8873239 19.0589095)",,,,,,,,
4366129934,4366129933,0,438980154,False,,residential,True,58.433,"LINESTRING (72.8884069 19.0589313, 72.8881127 19.0593772)",,,,,,,,
4366129935,4366129933,0,122303828,False,Shell Colony Road,tertiary,False,72.4,"LINESTRING (72.8887051 19.0597095, 72.8881127 19.0593772)",,,,,,,,
4366129935,4366129936,0,438980155,False,,residential,False,40.85,"LINESTRING (72.8887051 19.0597095, 72.8889079 19.0593961)",,,,,,,,
4366129935,4357309654,0,122303828,False,Shell Colony Road,tertiary,True,146.983,"LINESTRING (72.8887051 19.0597095, 72.8892679 19.0600125, 72.889866 19.0604415)",,,,,,,,
4366129936,4366129935,0,438980155,False,,residential,True,40.85,"LINESTRING (72.8889079 19.0593961, 72.8887051 19.0597095)",,,,,,,,
4443987680,7311257187,0,235847323,False,,residential,True,141.59199999999998,"LINESTRING (72.9049687 19.0344516, 72.9045861 19.0342287, 72.9037927 19.0338319)",,,,,,,,
4445050837,12353523816,0,1335309077,False,,residential,True,21.446,"LINESTRING (72.896079 19.0692618, 72.895959 19.0691058)",,,,,,,,
4445050837,7380517054,0,1335309078,True,,residential,False,17.626,"LINESTRING (72.896079 19.0692618, 72.8960741 19.0692788, 72.8960731 19.0692964, 72.8960761 19.0693138, 72.8960848 19.0693333, 72.8960984 19.0693501, 72.896116 19.069363, 72.8961366 19.0693713, 72.8961587 19.0693744)",,,,,,,,
4445143770,1232644335,0,151488615,False,Road No 4,residential,False,29.429,"LINESTRING (72.8949152 19.0669971, 72.8949664 19.0667369)",,,,,,,,
4445143770,1232644635,0,151488615,False,Road No 4,residential,True,82.978,"LINESTRING (72.8949152 19.0669971, 72.8947132 19.0677185)",,,,,,,,
4445143770,4445143774,0,447358901,False,,residential,False,188.689,"LINESTRING (72.8949152 19.0669971, 72.8953337 19.0671265, 72.8956572 19.0672624, 72.8961575 19.0675427, 72.896445 19.0678314)",,,,,,,,
4445143774,4445143775,0,447358901,False,,residential,False,50.725,"LINESTRING (72.896445 19.0678314, 72.8967369 19.0681947)",,,,,,,,
4445143774,8692705065,0,938297201,False,,residential,False,59.462,"LINESTRING (72.896445 19.0678314, 72.8958838 19.0678994)",,,,,,,,
4445143774,4445143770,0,447358901,False,,residential,True,188.68900000000002,"LINESTRING (72.896445 19.0678314, 72.8961575 19.0675427, 72.8956572 19.0672624, 72.8953337 19.0671265, 72.8949152 19.0669971)",,,,,,,,
4445143775,4445143774,0,447358901,False,,residential,True,50.725,"LINESTRING (72.8967369 19.0681947, 72.896445 19.0678314)",,,,,,,,
4445143775,12353472090,0,1335309076,False,Sainath Mandir Road,residential,False,128.59099999999998,"LINESTRING (72.8967369 19.0681947, 72.8965428 19.0684137, 72.8963943 19.0686627, 72.8962967 19.0689331, 72.8961834 19.0692125)",,,,,,,,
4445143775,1232644156,0,1335309076,False,Sainath Mandir Road,residential,True,48.325,"LINESTRING (72.8967369 19.0681947, 72.8969111 19.0680528, 72.8971045 19.0679354)",,,,,,,,
4462480898,11375281418,0,120517007,False,Prakash Thorat Marg,residential,False,68.391,"LINESTRING (72.9002978 19.0632223, 72.9008814 19.0629502)",,,,,,,,
4462480898,4357289628,0,437950421,False,,residential,True,111.105,"LINESTRING (72.9002978 19.0632223, 72.9007135 19.064141)",,,,,,,,
4462480898,2246471824,0,120517007,False,Prakash Thorat Marg,residential,True,59.431000000000004,"LINESTRING (72.9002978 19.0632223, 72.9001881 19.0632769, 72.8997922 19.0634616)",,,,,,,,
4463696697,2246472218,0,449412718,False,,residential,True,99.844,"LINESTRING (72.8823522 19.071005, 72.88142 19.0711783)",,,,,,,,
4465528799,2439252028,0,235853252,True,,tertiary,False,16.999,"LINESTRING (72.8994182 19.065918, 72.8995643 19.0659836)",,,,,,,,
4465528799,10279771621,0,1380178534,True,Ghatkopar Mahul Road,tertiary,False,184.144,"LINESTRING (72.8994182 19.065918, 72.8994048 19.0662324, 72.8998796 19.0674965)",,,,,,,,
4467059918,4467059919,0,437947305,False,,residential,False,45.802,"LINESTRING (72.8940246 19.041055, 72.8944327 19.0411994)",,,,,,,,
4467059918,10279835727,0,1124105180,False,,residential,False,17.039,"LINESTRING (72.8940246 19.041055, 72.8938776 19.0409904)",,,,,,,,
4467059918,11827339618,0,1268427407,True,,secondary,False,223.966,"LINESTRING (72.8940246 19.041055, 72.8946885 19.03982, 72.8948519 19.0392104)",,,,,,,,
4467059919,4467059918,0,437947305,False,,residential,True,45.802,"LINESTRING (72.8944327 19.0411994, 72.8940246 19.041055)",,,,,,,,
4467059919,4357265410,0,437947305,False,,residential,False,103.93400000000001,"LINESTRING (72.8944327 19.0411994, 72.8948927 19.0412821, 72.8949294 19.0412914, 72.895159 19.0413498, 72.8952869 19.0415471)",,,,,,,,
4467059919,4467059925,0,449770405,False,,residential,True,76.41,"LINESTRING (72.8944327 19.0411994, 72.8944779 19.0413111, 72.8945047 19.0413719, 72.894553 19.041557, 72.8945664 19.0417345, 72.8945342 19.0418435, 72.8945327 19.0418634)",,,,,,,,
4467059925,4467059919,0,449770405,False,,residential,False,76.41,"LINESTRING (72.8945327 19.0418634, 72.8945342 19.0418435, 72.8945664 19.0417345, 72.894553 19.041557, 72.8945047 19.0413719, 72.8944779 19.0413111, 72.8944327 19.0411994)",,,,,,,,
4519288172,4357273807,0,437948371,False,,residential,False,208.82900000000004,"LINESTRING (72.8940347 19.0516418, 72.8945815 19.0516272, 72.8950323 19.0516346, 72.8953249 19.0517019, 72.895393 19.0517398, 72.8954594 19.0517767, 72.8955938 19.0519262, 72.895665 19.0522252)",,,,,,,,
4519288172,10266957922,0,1235478373,True,Ramakrishna Chemburkar Marg,secondary,False,95.381,"LINESTRING (72.8940347 19.0516418, 72.8940437 19.0511653, 72.8939921 19.0509629, 72.8939816 19.0508247, 72.8939757 19.0507907)",2,,,,,,,
4569925675,2248801314,0,134139328,True,Waman Tukaram Patil Marg,secondary,False,131.69,"LINESTRING (72.9096005 19.0470975, 72.9099046 19.0482464)",2,,,,,,,
4569925675,11274067553,0,1216748918,False,D P Road,secondary,True,21.862,"LINESTRING (72.9096005 19.0470975, 72.9098001 19.0470422)",2,,,,,,,
4720636605,10279857158,0,236404348,True,Ramakrishna Chemburkar Marg (Ghatkopar Mahul Road),secondary,False,30.433,"LINESTRING (72.8960221 19.0334686, 72.895937 19.0337302)",,,,,,,,
4720636605,10244259987,0,437947297,False,,residential,False,21.493,"LINESTRING (72.8960221 19.0334686, 72.8962209 19.0335138)",,,,,,,,
4972461860,4357273836,0,437948381,False,,residential,False,55.904,"LINESTRING (72.8954405 19.0576513, 72.8959679 19.057586)",,,,,,,,
4972461860,245665303,0,1240182692,True,Ramakrishna Chemburkar Marg,secondary,False,114.282,"LINESTRING (72.8954405 19.0576513, 72.8953607 19.0573634, 72.8952415 19.056642)",2,,,,,,,
5217918622,11182441556,0,"[931247568, 515160698]",False,Borbadevi Nagar street,residential,False,232.604,"LINESTRING (72.9105085 19.045657, 72.910485 19.0454689, 72.9104742 19.0453193, 72.9104716 19.0451824, 72.9104715 19.045059, 72.9107307 19.04475, 72.9110109 19.0442777, 72.9107561 19.0437762)",,,,,,,,
5217918622,528785934,0,1268419368,True,Sion Panvel Highway,trunk,False,131.288,"LINESTRING (72.9105085 19.045657, 72.9102674 19.0456509, 72.9100101 19.045645, 72.9093654 19.045726, 72.9092659 19.0457367)",5,,,,,,,
5242502259,11189973294,0,"[542236634, 1207696823, 1207696824, 1207696825, 1207696826]",False,,residential,False,368.18799999999993,"LINESTRING (72.8858297 19.0733164, 72.8860805 19.0716076, 72.8863531 19.071323, 72.8860916 19.0711143, 72.8860424 19.0710751, 72.8859617 19.0710106, 72.8856622 19.0708182, 72.8856086 19.0708453, 72.8855539 19.0708731, 72.8854768 19.0709122, 72.8854409 19.070987, 72.8854718 19.0710771)",,,,,,yes,,
